Porter,Original,Lancaster,Snowball
afford,"['afforded', 'afford', 'affording', 'affords']","['afford', 'afford', 'afford', 'afford']","['afford', 'afford', 'afford', 'afford']"
affront,"['affronted', 'affronting', 'affront']","['affront', 'affront', 'affront']","['affront', 'affront', 'affront']"
afghan,"['afghan', 'afghans']","['afgh', 'afgh']","['afghan', 'afghan']"
aficionado,['aficionado'],['aficionado'],['aficionado']
afield,['afield'],['afield'],['afield']
afir,['afire'],['afir'],['afir']
afl,['afl'],['afl'],['afl']
aflam,['aflame'],['aflam'],['aflam']
afloat,['afloat'],['aflo'],['afloat']
afoot,['afoot'],['afoot'],['afoot']
aforement,['aforementioned'],['af'],['aforement']
aforesaid,['aforesaid'],['aforesaid'],['aforesaid']
aforethought,['aforethought'],['aforethought'],['aforethought']
afraid,['afraid'],['afraid'],['afraid']
afranio,['afranio'],['afranio'],['afranio']
afresh,['afresh'],['afresh'],['afresh']
africa,['africa'],['afric'],['africa']
african,"['african', 'africans']","['afr', 'afr']","['african', 'african']"
afrika,['afrika'],['afrik'],['afrika']
afriqu,['afrique'],['afr'],['afriqu']
afro,['afro'],['afro'],['afro']
aft,['aft'],['aft'],['aft']
aftermath,['aftermath'],['afterma'],['aftermath']
afternoon,"['afternoon', 'afternoons']","['afternoon', 'afternoon']","['afternoon', 'afternoon']"
afterward,"['afterward', 'afterwards']","['afterward', 'afterward']","['afterward', 'afterward']"
aftuh,['aftuh'],['aftuh'],['aftuh']
again,['again'],['again'],['again']
against,['against'],['against'],['against']
agamemnon,"['agamemnon', 'agamemnons']","['agamemnon', 'agamemnon']","['agamemnon', 'agamemnon']"
agat,['agates'],['ag'],['agat']
agatha,['agatha'],['agath'],['agatha']
agayn,['agayne'],['agayn'],['agayn']
age,"['aged', 'agee', 'age', 'aging', 'ages']","['ag', 'ag', 'ag', 'ag', 'ag']","['age', 'age', 'age', 'age', 'age']"
ageless,['ageless'],['ageless'],['ageless']
agenc,"['agencies', 'agency']","['ag', 'ag']","['agenc', 'agenc']"
agenda,['agenda'],['agend'],['agenda']
agent,"['agents', 'agent']","['ag', 'ag']","['agent', 'agent']"
ager,"['ager', 'agers']","['ag', 'ag']","['ager', 'ager']"
aggi,"['aggie', 'aggies']","['aggy', 'aggy']","['aggi', 'aggi']"
agglomer,"['agglomerate', 'agglomeration']","['agglom', 'agglom']","['agglomer', 'agglomer']"
agglutin,"['agglutinating', 'agglutination']","['agglutin', 'agglutin']","['agglutin', 'agglutin']"
agglutinin,"['agglutinin', 'agglutinins']","['agglutinin', 'agglutinin']","['agglutinin', 'agglutinin']"
aggrandis,['aggrandisement'],['aggrand'],['aggrandis']
aggrandiz,['aggrandizement'],['aggrand'],['aggrandiz']
aggrav,"['aggravated', 'aggravate', 'aggravates']","['aggrav', 'aggrav', 'aggrav']","['aggrav', 'aggrav', 'aggrav']"
aggreg,"['aggregate', 'aggregation', 'aggregations']","['aggreg', 'aggreg', 'aggreg']","['aggreg', 'aggreg', 'aggreg']"
aggress,"['aggressive', 'aggression', 'aggressions', 'aggressiveness', 'aggressively']","['aggress', 'aggress', 'aggress', 'aggress', 'aggress']","['aggress', 'aggress', 'aggress', 'aggress', 'aggress']"
aggressor,['aggressor'],['aggress'],['aggressor']
aggriev,['aggrieved'],['aggriev'],['aggriev']
aghast,['aghast'],['aghast'],['aghast']
agil,"['agile', 'agilely', 'agility']","['agil', 'agil', 'agil']","['agil', 'agil', 'agil']"
agin,['agin'],['agin'],['agin']
agit,"['agitated', 'agitate', 'agitating', 'agitation', 'agitator', 'agitators']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']"
agleam,['agleam'],['agleam'],['agleam']
agn,['agnes'],['agn'],['agn']
agnes,['agnese'],['agnes'],['agnes']
agnomen,['agnomen'],['agnom'],['agnomen']
agnost,['agnostics'],['agnost'],['agnost']
ago,['ago'],['ago'],['ago']
agoeng,['agoeng'],['agoeng'],['agoeng']
agon,"['agonized', 'agone', 'agonizing', 'agonizes']","['agon', 'agon', 'agon', 'agon']","['agon', 'agon', 'agon', 'agon']"
agonal,['agonale'],['agon'],['agonal']
agoni,"['agonies', 'agony']","['agony', 'agony']","['agoni', 'agoni']"
agrarian,['agrarian'],['agr'],['agrarian']
agre,"['agreed', 'agree', 'agreeing', 'agrees']","['agree', 'agr', 'agr', 'agr']","['agre', 'agre', 'agre', 'agre']"
agreeabl,"['agreeable', 'agreeableness', 'agreeably']","['agr', 'agr', 'agr']","['agreeabl', 'agreeabl', 'agreeabl']"
agreement,"['agreements', 'agreement']","['agr', 'agr']","['agreement', 'agreement']"
agricola,['agricolas'],['agricola'],['agricola']
agricultur,"['agriculture', 'agricultural', 'agricultures', 'agriculturally']","['agricult', 'agricult', 'agricult', 'agricult']","['agricultur', 'agricultur', 'agricultur', 'agricultur']"
agrippa,['agrippa'],['agripp'],['agrippa']
agrobacterium,['agrobacterium'],['agrobacter'],['agrobacterium']
agu,['ague'],['agu'],['agu']
ah,['ah'],['ah'],['ah']
ahah,['ahah'],['ahah'],['ahah']
ahead,['ahead'],['ahead'],['ahead']
ahem,['ahem'],['ahem'],['ahem']
ahm,['ahm'],['ahm'],['ahm']
ahmad,"['ahmad', 'ahmads']","['ahmad', 'ahmad']","['ahmad', 'ahmad']"
ahmet,['ahmet'],['ahmet'],['ahmet']
ahmiri,['ahmiri'],['ahmir'],['ahmiri']
ahren,['ahrens'],['ahr'],['ahren']
ai,['ai'],['ai'],['ai']
aia,['aia'],['ai'],['aia']
aich,['aiche'],['aich'],['aich']
aid,"['aided', 'aid', 'aide', 'aiding', 'aids', 'aides']","['aid', 'aid', 'aid', 'aid', 'aid', 'aid']","['aid', 'aid', 'aid', 'aid', 'aid', 'aid']"
aida,['aida'],['aid'],['aida']
aiee,['aiee'],['ai'],['aiee']
aiken,['aiken'],['aik'],['aiken']
aikin,['aikin'],['aikin'],['aikin']
ail,['ailing'],['ail'],['ail']
aileron,['ailerons'],['aileron'],['aileron']
ailey,"['aileys', 'ailey']","['ailey', 'ailey']","['ailey', 'ailey']"
ailment,"['ailments', 'ailment']","['ail', 'ail']","['ailment', 'ailment']"
aim,"['aimed', 'aiming', 'aim', 'aims']","['aim', 'aim', 'aim', 'aim']","['aim', 'aim', 'aim', 'aim']"
aimless,['aimless'],['aimless'],['aimless']
aimlessli,['aimlessly'],['aimless'],['aimless']
aimo,['aimo'],['aimo'],['aimo']
ainsley,['ainsley'],['ainsley'],['ainsley']
ainsworth,['ainsworth'],['ainswor'],['ainsworth']
aint,['aint'],['aint'],['aint']
ainu,"['ainus', 'ainu']","['ain', 'ainu']","['ainus', 'ainu']"
air,"['aired', 'air', 'airs']","['air', 'air', 'air']","['air', 'air', 'air']"
airborn,['airborne'],['airborn'],['airborn']
aircraft,"['aircrafts', 'aircraft']","['aircraft', 'aircraft']","['aircraft', 'aircraft']"
airdrop,['airdrops'],['airdrop'],['airdrop']
airedal,['airedale'],['air'],['airedal']
airfield,"['airfield', 'airfields']","['airfield', 'airfield']","['airfield', 'airfield']"
airflow,['airflow'],['airflow'],['airflow']
airfram,['airframe'],['airfram'],['airfram']
airi,['airy'],['airy'],['airi']
airili,['airily'],['airy'],['airili']
airless,['airless'],['airless'],['airless']
airlift,['airlift'],['airlift'],['airlift']
airlin,"['airline', 'airlines']","['airlin', 'airlin']","['airlin', 'airlin']"
airlock,['airlock'],['airlock'],['airlock']
airmail,['airmail'],['airmail'],['airmail']
airman,['airmans'],['airm'],['airman']
airmen,['airmen'],['airm'],['airmen']
airpark,['airpark'],['airpark'],['airpark']
airplan,"['airplane', 'airplanes']","['airpl', 'airpl']","['airplan', 'airplan']"
airport,"['airports', 'airport']","['airport', 'airport']","['airport', 'airport']"
airspe,['airspeed'],['airspee'],['airspe']
airstrip,"['airstrip', 'airstrips']","['airstrip', 'airstrip']","['airstrip', 'airstrip']"
airway,['airways'],['airway'],['airway']
aisl,['aisle'],['aisl'],['aisl']
aj,['aj'],['aj'],['aj']
aja,['aja'],['aj'],['aja']
ajar,['ajar'],['aj'],['ajar']
ajb,['ajb'],['ajb'],['ajb']
ajk,['ajk'],['ajk'],['ajk']
akc,['akc'],['akc'],['akc']
akin,['akin'],['akin'],['akin']
akita,['akita'],['akit'],['akita']
akron,['akron'],['akron'],['akron']
aku,['aku'],['aku'],['aku']
al,"['al', 'als']","['al', 'al']","['al', 'al']"
ala,"['ala', 'alas']","['al', 'ala']","['ala', 'ala']"
alabama,"['alabama', 'alabamas']","['alabam', 'alabama']","['alabama', 'alabama']"
alabaman,['alabamans'],['alabam'],['alabaman']
alabamian,['alabamian'],['alabam'],['alabamian']
alabast,['alabaster'],['alabast'],['alabast']
alacr,['alacrity'],['alacr'],['alacr']
alai,['alai'],['ala'],['alai']
alain,['alain'],['alain'],['alain']
alam,['alam'],['alam'],['alam']
alamein,['alamein'],['alamein'],['alamein']
alamo,['alamo'],['alamo'],['alamo']
alamogordo,['alamogordo'],['alamogordo'],['alamogordo']
alan,['alan'],['al'],['alan']
alarm,"['alarmed', 'alarming', 'alarm', 'alarms']","['alarm', 'alarm', 'alarm', 'alarm']","['alarm', 'alarm', 'alarm', 'alarm']"
alarmingli,['alarmingly'],['alarm'],['alarm']
alarmist,['alarmist'],['alarm'],['alarmist']
alaska,['alaska'],['alask'],['alaska']
alastor,['alastor'],['alast'],['alastor']
alba,['alba'],['alb'],['alba']
albacor,['albacore'],['albac'],['albacor']
albani,['albany'],['albany'],['albani']
albania,['albania'],['alban'],['albania']
albanian,"['albanian', 'albanians']","['alb', 'alb']","['albanian', 'albanian']"
albeit,['albeit'],['albeit'],['albeit']
alber,['albers'],['alb'],['alber']
albert,['albert'],['albert'],['albert']
alberto,['alberto'],['alberto'],['alberto']
albican,['albicans'],['alb'],['albican']
albright,"['albrights', 'albright']","['albright', 'albright']","['albright', 'albright']"
album,"['album', 'albums']","['alb', 'album']","['album', 'album']"
albumin,['albumin'],['albumin'],['albumin']
alchemi,['alchemy'],['alchemy'],['alchemi']
alcibiad,['alcibiades'],['alcibiad'],['alcibiad']
alcin,['alcinous'],['alcin'],['alcin']
alcohol,"['alcoholic', 'alcohol', 'alcoholism', 'alcoholics', 'alcohols']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']"
alcorn,['alcorn'],['alcorn'],['alcorn']
alcott,['alcotts'],['alcot'],['alcott']
alcov,['alcoves'],['alcov'],['alcov']
alden,['alden'],['ald'],['alden']
alderman,['alderman'],['alderm'],['alderman']
aldermen,['aldermen'],['alderm'],['aldermen']
aldo,['aldo'],['aldo'],['aldo']
aldridg,['aldridge'],['aldridg'],['aldridg']
ale,['ale'],['al'],['ale']
alec,"['alec', 'alecs']","['alec', 'alec']","['alec', 'alec']"
aleck,['aleck'],['aleck'],['aleck']
alemagna,['alemagna'],['alemagn'],['alemagna']
alert,"['alerted', 'alerting', 'alertness', 'alerts', 'alert']","['alert', 'alert', 'alert', 'alert', 'alert']","['alert', 'alert', 'alert', 'alert', 'alert']"
alertli,['alertly'],['alert'],['alert']
alessio,['alessio'],['alessio'],['alessio']
alex,"['alexs', 'alex']","['alex', 'alex']","['alex', 'alex']"
alexand,"['alexander', 'alexanders']","['alexand', 'alexand']","['alexand', 'alexand']"
alexandr,['alexandre'],['alexandr'],['alexandr']
alexandria,['alexandria'],['alexandr'],['alexandria']
alexei,['alexei'],['alexe'],['alexei']
alexeyeva,['alexeyeva'],['alexeyev'],['alexeyeva']
alexi,['alexis'],['alex'],['alexi']
alf,['alf'],['alf'],['alf']
alfa,['alfa'],['alf'],['alfa']
alfonso,['alfonso'],['alfonso'],['alfonso']
alfr,"['alfred', 'alfreds']","['alfr', 'alfr']","['alfr', 'alfr']"
alfredo,['alfredo'],['alfredo'],['alfredo']
alfresco,['alfresco'],['alfresco'],['alfresco']
alga,['algae'],['alga'],['alga']
algaecid,['algaecide'],['algaecid'],['algaecid']
algebra,"['algebra', 'algebraic', 'algebraically']","['algebr', 'algebra', 'algebra']","['algebra', 'algebra', 'algebra']"
alger,['alger'],['alg'],['alger']
algeria,['algeria'],['alger'],['algeria']
algerian,['algerian'],['alg'],['algerian']
algin,['alginates'],['algin'],['algin']
algol,['algol'],['algol'],['algol']
algorithm,['algorithm'],['algorithm'],['algorithm']
alia,"['alia', 'alias']","['al', 'alia']","['alia', 'alia']"
aliah,['aliah'],['aliah'],['aliah']
alibi,"['alibi', 'alibis']","['alib', 'alib']","['alibi', 'alibi']"
alic,['alice'],['al'],['alic']
alicia,['alicia'],['alic'],['alicia']
alien,"['alienated', 'alienate', 'alien', 'alienation', 'alienates', 'aliens']","['aly', 'aly', 'aly', 'aly', 'aly', 'aly']","['alien', 'alien', 'alien', 'alien', 'alien', 'alien']"
alienu,['alienus'],['alien'],['alienus']
alight,['alight'],['alight'],['alight']
align,"['aligned', 'aligning', 'align', 'alignments', 'alignment']","['align', 'align', 'align', 'align', 'align']","['align', 'align', 'align', 'align', 'align']"
alik,['alike'],['alik'],['alik']
alimoni,['alimony'],['alimony'],['alimoni']
aliquot,['aliquots'],['aliquot'],['aliquot']
alison,['alison'],['alison'],['alison']
aliv,['alive'],['al'],['aliv']
alix,"['alixs', 'alix']","['alix', 'alix']","['alix', 'alix']"
alizarin,['alizarin'],['alizarin'],['alizarin']
alkali,"['alkali', 'alkalis']","['alkal', 'alk']","['alkali', 'alkali']"
alkalin,['alkaline'],['alkalin'],['alkalin']
alkaloid,['alkaloids'],['alkaloid'],['alkaloid']
alkylarysulfon,['alkylarysulfonate'],['alkylarysulfon'],['alkylarysulfon']
alkylbenzenesulfon,['alkylbenzenesulfonates'],['alkylbenzenesulfon'],['alkylbenzenesulfon']
alla,['alla'],['all'],['alla']
allah,['allah'],['allah'],['allah']
allan,['allan'],['al'],['allan']
allay,['allay'],['allay'],['allay']
alleg,"['alleged', 'allege', 'alleging', 'allegations']","['alleg', 'alleg', 'alleg', 'alleg']","['alleg', 'alleg', 'alleg', 'alleg']"
allegedli,['allegedly'],['alleg'],['alleg']
allegheni,"['alleghenies', 'allegheny']","['allegheny', 'allegheny']","['allegheni', 'allegheni']"
allegi,"['allegiance', 'allegiances']","['allegy', 'allegy']","['allegi', 'allegi']"
allegor,"['allegoric', 'allegorical']","['alleg', 'alleg']","['allegor', 'allegor']"
allegori,['allegory'],['alleg'],['allegori']
allegretti,['allegretti'],['allegrett'],['allegretti']
allegro,['allegro'],['allegro'],['allegro']
allemand,['allemands'],['allemand'],['allemand']
allen,"['allen', 'allens']","['al', 'al']","['allen', 'allen']"
allerg,['allergic'],['allerg'],['allerg']
allergi,"['allergies', 'allergy']","['allergy', 'allergy']","['allergi', 'allergi']"
allevi,"['alleviate', 'alleviating', 'alleviation']","['allevy', 'allevy', 'allevy']","['allevi', 'allevi', 'allevi']"
alley,"['alleys', 'alley']","['alley', 'alley']","['alley', 'alley']"
alleyway,['alleyways'],['alleyway'],['alleyway']
alli,"['allied', 'allies', 'ally']","['al', 'al', 'al']","['alli', 'alli', 'alli']"
allianc,"['alliance', 'alliances']","['al', 'al']","['allianc', 'allianc']"
allig,"['alligatored', 'alligator']","['allig', 'allig']","['allig', 'allig']"
allison,"['allison', 'allisons']","['allison', 'allison']","['allison', 'allison']"
allit,['alliterative'],['allit'],['allit']
alliter,['alliteration'],['allit'],['alliter']
alloc,"['allocated', 'allocable', 'allocate', 'allocation', 'allocations']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']"
allon,['allons'],['allon'],['allon']
allot,"['alloted', 'allotted', 'allotting', 'allotments', 'allotment', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']"
allow,"['allowed', 'allowance', 'allowable', 'allowing', 'allowances', 'allows', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']"
alloy,"['alloys', 'alloy']","['alloy', 'alloy']","['alloy', 'alloy']"
allso,['allso'],['allso'],['allso']
allstat,['allstates'],['allst'],['allstat']
allud,"['alluded', 'alluding', 'alludes']","['allud', 'allud', 'allud']","['allud', 'allud', 'allud']"
allur,"['allure', 'alluring', 'allurement']","['al', 'al', 'al']","['allur', 'allur', 'allur']"
allus,"['allusion', 'allusions', 'allusiveness']","['allud', 'allud', 'allud']","['allus', 'allus', 'allus']"
alma,['alma'],['alm'],['alma']
almaden,['almaden'],['almad'],['almaden']
almagest,['almagest'],['almagest'],['almagest']
almanac,['almanac'],['almanac'],['almanac']
almighti,['almighty'],['almighty'],['almighti']
almond,"['almond', 'almonds']","['almond', 'almond']","['almond', 'almond']"
almost,['almost'],['almost'],['almost']
alo,['aloes'],['alo'],['alo']
aloft,['aloft'],['aloft'],['aloft']
alokut,['alokut'],['alokut'],['alokut']
alon,"['alone', 'aloneness']","['alon', 'alon']","['alon', 'alon']"
along,['along'],['along'],['along']
alongsid,['alongside'],['alongsid'],['alongsid']
aloof,"['aloof', 'aloofness']","['aloof', 'aloof']","['aloof', 'aloof']"
alor,['alors'],['al'],['alor']
aloud,['aloud'],['aloud'],['aloud']
alp,['alps'],['alp'],['alp']
alper,['alpers'],['alp'],['alper']
alpert,"['alperts', 'alpert']","['alpert', 'alpert']","['alpert', 'alpert']"
alpha,['alpha'],['alph'],['alpha']
alphabet,"['alphabetic', 'alphabetized', 'alphabetical', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']"
alpharetta,['alpharetta'],['alpharett'],['alpharetta']
alphons,['alphonse'],['alphons'],['alphons']
alreadeh,['alreadeh'],['alreadeh'],['alreadeh']
als,['alsing'],['als'],['als']
alsatian,"['alsatian', 'alsatians']","['als', 'als']","['alsatian', 'alsatian']"
alsop,['alsop'],['alsop'],['alsop']
altairian,['altairians'],['altair'],['altairian']
altar,['altar'],['alt'],['altar']
altenburg,['altenburg'],['altenburg'],['altenburg']
alter,"['altered', 'altering', 'alteration', 'alter', 'alterations', 'alters']","['alt', 'alt', 'alt', 'alt', 'alt', 'alt']","['alter', 'alter', 'alter', 'alter', 'alter', 'alter']"
alterc,['altercation'],['alterc'],['alterc']
alterman,['alterman'],['alterm'],['alterman']
altern,"['alternated', 'alternate', 'alternative', 'alternating', 'alternation', 'alternatives', 'alternately', 'alternatively']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']"
althau,['althaus'],['altha'],['althaus']
althea,['althea'],['althe'],['althea']
altho,['altho'],['altho'],['altho']
altitud,['altitude'],['altitud'],['altitud']
alto,['alto'],['alto'],['alto']
altogeth,['altogether'],['altogeth'],['altogeth']
alton,['alton'],['alton'],['alton']
altruism,['altruism'],['altru'],['altruism']
altruist,['altruistically'],['altru'],['altruist']
alum,['alum'],['al'],['alum']
aluminum,['aluminum'],['alumin'],['aluminum']
alumna,['alumnae'],['alumna'],['alumna']
alumni,['alumni'],['alumn'],['alumni']
alundum,['alundum'],['alund'],['alundum']
alusik,"['alusik', 'alusiks']","['alusik', 'alusik']","['alusik', 'alusik']"
alva,['alva'],['alv'],['alva']
alvarez,['alvarez'],['alvarez'],['alvarez']
alvear,['alvear'],['alvear'],['alvear']
