Snowball,Original,Porter,Lancaster
nott,['notte'],['nott'],['not']
nth,['nth'],['nth'],['nth']
nuanc,['nuance'],['nuanc'],['nuant']
nucleus,['nucleus'],['nucleu'],['nucle']
nude,['nudes'],['nude'],['nud']
nugget,['nugget'],['nugget'],['nugget']
nulliti,['nullity'],['nulliti'],['nul']
numer,"['numerals', 'numerically']","['numer', 'numer']","['num', 'num']"
numin,['numinous'],['numin'],['numin']
nutcrack,['nutcracker'],['nutcrack'],['nutcrack']
nuttal,['nuttall'],['nuttal'],['nuttal']
nymph,['nymph'],['nymph'],['nymph']
oaf,['oafs'],['oaf'],['oaf']
oatss,['oatss'],['oatss'],['oatss']
object,['objecting'],['object'],['object']
obliqu,['obliquely'],['obliqu'],['obl']
obliter,['obliterating'],['obliter'],['oblit']
oblivion,['oblivion'],['oblivion'],['obl']
obscur,['obscure'],['obscur'],['obsc']
obsess,['obsessions'],['obsess'],['obsess']
obtain,['obtainable'],['obtain'],['obtain']
obvers,['obverse'],['obvers'],['obvers']
occasion,"['occasional', 'occasionally']","['occasion', 'occasion']","['occas', 'occas']"
occur,['occurs'],['occur'],['occ']
ocean,['ocean'],['ocean'],['oc']
oceana,['oceana'],['oceana'],['ocean']
odessa,['odessa'],['odessa'],['odess']
odious,['odious'],['odiou'],['ody']
odor,['odor'],['odor'],['od']
off,['off'],['off'],['off']
offens,['offensive'],['offens'],['offend']
offer,"['offering', 'offerings', 'offers']","['offer', 'offer', 'offer']","['off', 'off', 'off']"
offersey,['offersey'],['offersey'],['offersey']
offi,['offy'],['offi'],['offy']
offici,['officiate'],['offici'],['officy']
officialdom,['officialdom'],['officialdom'],['officialdom']
offutt,['offutt'],['offutt'],['offut']
oft,['oft'],['oft'],['oft']
ogl,['ogled'],['ogl'],['ogl']
ogress,['ogress'],['ogress'],['ogress']
ohmic,['ohmic'],['ohmic'],['ohm']
oil,['oils'],['oil'],['oil']
olatunji,['olatunji'],['olatunji'],['olatunj']
olden,['olden'],['olden'],['old']
older,['older'],['older'],['old']
oldest,['oldest'],['oldest'],['oldest']
oleg,['oleg'],['oleg'],['oleg']
oleophil,['oleophilic'],['oleophil'],['oleophil']
olivet,['olivet'],['olivet'],['olivet']
omit,['omitted'],['omit'],['omit']
oneil,['oneill'],['oneil'],['oneil']
ontolog,['ontologically'],['ontolog'],['ontolog']
open,['opens'],['open'],['op']
oper,['operational'],['oper'],['op']
opera,['opera'],['opera'],['oper']
operand,['operands'],['operand'],['operand']
oppos,['opposed'],['oppos'],['oppos']
opt,['opting'],['opt'],['opt']
oral,['oral'],['oral'],['or']
orat,['orate'],['orat'],['or']
orchestra,['orchestras'],['orchestra'],['orchestra']
ordain,['ordained'],['ordain'],['ordain']
order,['ordered'],['order'],['ord']
ordin,['ordinance'],['ordin'],['ordin']
organ,"['organism', 'organizes']","['organ', 'organ']","['org', 'org']"
orgiast,['orgiastic'],['orgiast'],['orgiast']
orient,"['orienting', 'orientation']","['orient', 'orient']","['ory', 'ory']"
origin,['originality'],['origin'],['origin']
orlean,['orleans'],['orlean'],['orl']
osbert,['osbert'],['osbert'],['osbert']
oscil,['oscillating'],['oscil'],['oscil']
osi,['osis'],['osi'],['os']
osseous,['osseous'],['osseou'],['oss']
ostrac,['ostracism'],['ostrac'],['ostrac']
otherwis,['otherwise'],['otherwis'],['otherw']
otherworld,['otherworldly'],['otherworldli'],['otherworld']
otter,['otter'],['otter'],['ot']
out,['outlying'],['outli'],['out']
outboard,['outboard'],['outboard'],['outboard']
outdat,['outdated'],['outdat'],['outd']
outlet,['outlets'],['outlet'],['outlet']
outlook,['outlook'],['outlook'],['outlook']
outpour,['outpouring'],['outpour'],['outpo']
outrag,['outraged'],['outrag'],['out']
outset,['outset'],['outset'],['outset']
outsmart,['outsmarted'],['outsmart'],['outsmart']
outworn,['outworn'],['outworn'],['outworn']
oval,['oval'],['oval'],['ov']
over,['overly'],['overli'],['ov']
overcom,['overcome'],['overcom'],['overcom']
overdu,['overdue'],['overdu'],['overdu']
overfal,['overfall'],['overfal'],['overfal']
overhang,['overhang'],['overhang'],['overhang']
overlay,['overlay'],['overlay'],['overlay']
overpopul,['overpopulation'],['overpopul'],['overpop']
overpow,['overpowering'],['overpow'],['overpow']
overran,['overran'],['overran'],['over']
overreach,"['overreach', 'overreaches']","['overreach', 'overreach']","['overreach', 'overreach']"
overs,['oversize'],['overs'],['overs']
overtur,['overture'],['overtur'],['overt']
overturn,['overturned'],['overturn'],['overturn']
overwhelm,['overwhelmingly'],['overwhelmingli'],['overwhelm']
owe,['owe'],['owe'],['ow']
owl,['owl'],['owl'],['owl']
ox,['ox'],['ox'],['ox']
oxid,['oxides'],['oxid'],['oxid']
pacif,['pacific'],['pacif'],['pac']
paganini,['paganini'],['paganini'],['paganin']
paid,"['paid', 'paide']","['paid', 'paid']","['paid', 'paid']"
pail,"['pail', 'pails']","['pail', 'pail']","['pail', 'pail']"
pakistan,['pakistan'],['pakistan'],['pak']
palac,['palace'],['palac'],['palac']
palazzo,['palazzos'],['palazzo'],['palazzo']
palest,['palest'],['palest'],['palest']
pall,['pall'],['pall'],['pal']
pallor,['pallor'],['pallor'],['pal']
palsi,['palsy'],['palsi'],['palsy']
pam,['pams'],['pam'],['pam']
pamela,['pamela'],['pamela'],['pamel']
panama,['panama'],['panama'],['panam']
pandem,['pandemic'],['pandem'],['pandem']
pane,"['pane', 'panes']","['pane', 'pane']","['pan', 'pan']"
panther,['panthers'],['panther'],['panth']
papp,['papp'],['papp'],['pap']
parad,['parade'],['parad'],['parad']
parakeet,['parakeets'],['parakeet'],['parakeet']
paramet,['parameters'],['paramet'],['paramet']
paranoid,['paranoid'],['paranoid'],['paranoid']
parasit,['parasitic'],['parasit'],['parasit']
paraxi,['paraxial'],['paraxi'],['parax']
pardon,"['pardonable', 'pardon']","['pardon', 'pardon']","['pardon', 'pardon']"
pare,['pare'],['pare'],['par']
parri,['parried'],['parri'],['parry']
parsimoni,['parsimonious'],['parsimoni'],['parsimony']
parson,['parsons'],['parson'],['parson']
parthenon,['parthenon'],['parthenon'],['parthenon']
particul,['particulate'],['particul'],['partic']
partook,['partook'],['partook'],['partook']
pasha,['pasha'],['pasha'],['pash']
past,['pasting'],['past'],['past']
patch,['patches'],['patch'],['patch']
patent,['patents'],['patent'],['pat']
paterson,['paterson'],['paterson'],['paterson']
patil,['patil'],['patil'],['patil']
patriarch,['patriarchal'],['patriarch'],['patriarch']
patriot,['patriots'],['patriot'],['patriot']
patrol,['patrols'],['patrol'],['patrol']
patronn,['patronnes'],['patronn'],['patron']
pattern,['patterns'],['pattern'],['pattern']
paula,['paulas'],['paula'],['paula']
paulus,['paulus'],['paulu'],['paul']
paunch,['paunch'],['paunch'],['paunch']
paw,['paws'],['paw'],['paw']
peak,['peaked'],['peak'],['peak']
pear,['pearly'],['pearli'],['pear']
pebbl,['pebble'],['pebbl'],['pebbl']
peck,"['pecked', 'peck']","['peck', 'peck']","['peck', 'peck']"
pedal,['pedals'],['pedal'],['ped']
pee,['pee'],['pee'],['pee']
peg,"['pegging', 'pegs']","['peg', 'peg']","['peg', 'peg']"
peke,['peking'],['peke'],['pek']
pen,['penned'],['pen'],['pen']
penalti,['penalty'],['penalti'],['penal']
pentecost,['pentecostal'],['pentecost'],['pentecost']
penuri,['penurious'],['penuri'],['penury']
pepper,['peppered'],['pepper'],['pep']
peptid,['peptide'],['peptid'],['peptid']
peptidas,['peptidases'],['peptidas'],['peptidas']
perfunctorili,['perfunctorily'],['perfunctorili'],['perfunct']
perilla,['perilla'],['perilla'],['perill']
perish,['perishes'],['perish'],['per']
perk,['perk'],['perk'],['perk']
permiss,['permission'],['permiss'],['permit']
perpendicular,['perpendicular'],['perpendicular'],['perpendicul']
persona,['persona'],['persona'],['person']
personag,['personages'],['personag'],['person']
persuad,['persuading'],['persuad'],['persuad']
pert,['pert'],['pert'],['pert']
peru,['peru'],['peru'],['peru']
pessim,['pessimism'],['pessim'],['pessim']
pestil,['pestilent'],['pestil'],['pestil']
petermann,['petermann'],['petermann'],['peterman']
petersburg,['petersburg'],['petersburg'],['petersburg']
petit,['petitions'],['petit'],['petit']
petruchka,['petruchka'],['petruchka'],['petruchk']
peyser,['peyser'],['peyser'],['peys']
phagocyt,['phagocytes'],['phagocyt'],['phagocyt']
pharmaci,['pharmacy'],['pharmaci'],['pharm']
pharmacopoeia,['pharmacopoeia'],['pharmacopoeia'],['pharmacopoe']
pheasant,['pheasant'],['pheasant'],['pheas']
philco,['philco'],['philco'],['philco']
phobic,['phobic'],['phobic'],['phob']
phonem,['phonemics'],['phonem'],['phonem']
phoni,['phonies'],['phoni'],['phony']
photocathod,['photocathodes'],['photocathod'],['photocathod']
photograph,"['photographing', 'photographer', 'photographs']","['photograph', 'photograph', 'photograph']","['photograph', 'photograph', 'photograph']"
phrase,['phrases'],['phrase'],['phrases']
phthalat,['phthalate'],['phthalat'],['phthalate']
phyla,['phyla'],['phyla'],['phyl']
pianist,['pianists'],['pianist'],['pian']
pickford,['pickford'],['pickford'],['pickford']
piddl,['piddling'],['piddl'],['piddl']
pieti,['piety'],['pieti'],['piety']
pietro,['pietros'],['pietro'],['pietro']
pigeon,['pigeon'],['pigeon'],['pigeon']
pigment,['pigments'],['pigment'],['pig']
pilat,['pilate'],['pilat'],['pil']
pilgrimag,['pilgrimage'],['pilgrimag'],['pilgrim']
pin,"['pinning', 'pin']","['pin', 'pin']","['pin', 'pin']"
pioneer,['pioneered'],['pioneer'],['pion']
pipe,['pipe'],['pipe'],['pip']
pipelin,['pipeline'],['pipelin'],['pipelin']
pistachio,['pistachio'],['pistachio'],['pistachio']
pit,['pit'],['pit'],['pit']
pitch,['pitches'],['pitch'],['pitch']
piti,['pity'],['piti'],['pity']
pitiabl,['pitiable'],['pitiabl'],['pity']
pitney,['pitney'],['pitney'],['pitney']
pitteng,['pittenger'],['pitteng'],['pitteng']
pixi,['pixies'],['pixi'],['pixy']
plaincloth,['plainclothes'],['plaincloth'],['plaincloth']
plan,['plan'],['plan'],['plan']
plane,['planed'],['plane'],['plan']
planoconcav,['planoconcave'],['planoconcav'],['planoconcav']
plantat,['plantations'],['plantat'],['plant']
plaqu,['plaque'],['plaqu'],['plaqu']
plasm,['plasm'],['plasm'],['plasm']
plate,['plates'],['plate'],['plat']
playa,['playa'],['playa'],['play']
playin,['playin'],['playin'],['playin']
playmat,['playmate'],['playmat'],['playm']
pleasin,['pleasin'],['pleasin'],['pleasin']
plenti,['plenty'],['plenti'],['plenty']
plight,['plight'],['plight'],['plight']
plod,['plodded'],['plod'],['plod']
plow,['plowing'],['plow'],['plow']
plug,"['plugged', 'plugs']","['plug', 'plug']","['plug', 'plug']"
plumb,['plumbing'],['plumb'],['plumb']
plume,['plume'],['plume'],['plum']
plural,['pluralism'],['plural'],['plur']
pmr,['pmr'],['pmr'],['pmr']
pneumonia,['pneumonia'],['pneumonia'],['pneumon']
poach,['poach'],['poach'],['poach']
poark,['poark'],['poark'],['poark']
poepl,['poeples'],['poepl'],['poepl']
poetic,['poetic'],['poetic'],['poet']
pogrom,['pogroms'],['pogrom'],['pogrom']
pois,['poise'],['pois'],['pois']
poke,['poking'],['poke'],['pok']
polit,['politeness'],['polit'],['polit']
politician,['politicians'],['politician'],['polit']
poll,"['polling', 'poll']","['poll', 'poll']","['pol', 'pol']"
pollock,['pollocks'],['pollock'],['pollock']
polyanka,['polyanka'],['polyanka'],['polyank']
pomad,['pomaded'],['pomad'],['pomad']
pomp,['pomp'],['pomp'],['pomp']
pompous,['pompous'],['pompou'],['pomp']
ponder,['ponderous'],['ponder'],['pond']
pop,['popped'],['pop'],['pop']
poplin,['poplin'],['poplin'],['poplin']
porch,['porches'],['porch'],['porch']
pork,['pork'],['pork'],['pork']
porterhous,['porterhouse'],['porterhous'],['porterh']
portfolio,['portfolio'],['portfolio'],['portfolio']
portion,['portion'],['portion'],['port']
porto,['porto'],['porto'],['porto']
portrait,['portraits'],['portrait'],['portrait']
portray,['portrayal'],['portray'],['portray']
pose,['pose'],['pose'],['pos']
possess,"['possession', 'possess']","['possess', 'possess']","['possess', 'possess']"
possibl,"['possible', 'possiblities']","['possibl', 'possibl']","['poss', 'poss']"
poster,['posters'],['poster'],['post']
postmen,['postmen'],['postmen'],['postm']
potemkin,['potemkins'],['potemkin'],['potemkin']
potent,['potent'],['potent'],['pot']
potenti,"['potential', 'potentially']","['potenti', 'potenti']","['pot', 'pot']"
potentiomet,['potentiometer'],['potentiomet'],['potentiomet']
poussin,['poussin'],['poussin'],['poussin']
powel,['powell'],['powel'],['powel']
power,['powers'],['power'],['pow']
pozzatti,['pozzatti'],['pozzatti'],['pozzatt']
practic,['practice'],['practic'],['pract']
pray,['pray'],['pray'],['pray']
preced,"['precedence', 'preceding']","['preced', 'preced']","['prec', 'prec']"
precipit,['precipitated'],['precipit'],['precipit']
precondit,['precondition'],['precondit'],['precondit']
predict,"['predictable', 'predictions']","['predict', 'predict']","['predict', 'predict']"
predisposit,['predisposition'],['predisposit'],['predisposit']
predomin,"['predominated', 'predominant', 'predominately']","['predomin', 'predomin', 'predomin']","['predomin', 'predomin', 'predomin']"
prefac,['preface'],['prefac'],['prefac']
prefer,['preference'],['prefer'],['pref']
pregnanc,['pregnancy'],['pregnanc'],['pregn']
preisol,['preisolated'],['preisol'],['preisol']
premier,['premiere'],['premier'],['premy']
premis,['premise'],['premis'],['prem']
premix,['premix'],['premix'],['premix']
premonitori,['premonitory'],['premonitori'],['premonit']
preoccupi,"['preoccupied', 'preoccupies']","['preoccupi', 'preoccupi']","['preoccupy', 'preoccupy']"
preposit,['preposition'],['preposit'],['preposit']
prepubl,['prepublication'],['prepubl'],['prepubl']
presbyterian,['presbyterian'],['presbyterian'],['presbyt']
preschool,['preschool'],['preschool'],['preschool']
prescrib,['prescribed'],['prescrib'],['prescrib']
presently,['presentlye'],['presently'],['pres']
preserv,['preserve'],['preserv'],['preserv']
presid,['presiding'],['presid'],['presid']
press,['pressed'],['press'],['press']
presuppos,['presuppose'],['presuppos'],['presuppos']
pretend,['pretends'],['pretend'],['pretend']
pretext,['pretexts'],['pretext'],['pretext']
prevail,"['prevail', 'prevails']","['prevail', 'prevail']","['prevail', 'prevail']"
prevent,"['preventive', 'preventing', 'prevention', 'prevents']","['prevent', 'prevent', 'prevent', 'prevent']","['prev', 'prev', 'prev', 'prev']"
prevot,['prevot'],['prevot'],['prevot']
prey,['prey'],['prey'],['prey']
prick,"['pricking', 'pricks']","['prick', 'prick']","['prick', 'prick']"
prie,['prie'],['prie'],['pri']
primarili,['primarily'],['primarili'],['prim']
primit,['primitive'],['primit'],['primit']
princip,['principal'],['princip'],['princip']
printemp,['printemps'],['printemp'],['printemp']
prison,['prison'],['prison'],['prison']
privileg,['privileged'],['privileg'],['privileg']
procain,['procaine'],['procain'],['procain']
proceed,['proceedings'],['proceed'],['process']
procur,['procurer'],['procur'],['proc']
prodig,['prodigal'],['prodig'],['prodig']
produc,['produced'],['produc'],['produc']
product,['productivity'],['product'],['produc']
profess,['professes'],['profess'],['profess']
professor,"['professor', 'professors']","['professor', 'professor']","['profess', 'profess']"
profet,['profet'],['profet'],['profet']
profili,['profili'],['profili'],['profil']
progeni,['progeny'],['progeni'],['progeny']
prognost,['prognosticator'],['prognost'],['prognost']
programm,['programmes'],['programm'],['program']
progress,['progressively'],['progress'],['progress']
prohibit,['prohibition'],['prohibit'],['prohibit']
project,['project'],['project'],['project']
projector,['projector'],['projector'],['project']
promazin,['promazine'],['promazin'],['promazin']
promenad,['promenade'],['promenad'],['promenad']
promis,['promises'],['promis'],['prom']
promot,['promotes'],['promot'],['promot']
prompt,['promptings'],['prompt'],['prompt']
prone,['prone'],['prone'],['pron']
prop,['propping'],['prop'],['prop']
proper,['properly'],['properli'],['prop']
properti,"['properties', 'property']","['properti', 'properti']","['property', 'property']"
prophesi,['prophesied'],['prophesi'],['prophesy']
propiti,['propitiate'],['propiti'],['prop']
proport,['proportionality'],['proportion'],['proport']
prosecut,['prosecuting'],['prosecut'],['prosecut']
proteas,['proteases'],['proteas'],['proteas']
protect,['protective'],['protect'],['protect']
proteron,['proteron'],['proteron'],['proteron']
protest,['protested'],['protest'],['protest']
proto,['proto'],['proto'],['proto']
prototyp,['prototype'],['prototyp'],['prototyp']
protozoa,['protozoa'],['protozoa'],['protozo']
protozoan,['protozoan'],['protozoan'],['protozo']
prove,['proving'],['prove'],['prov']
provocateur,['provocateurs'],['provocateur'],['provoc']
provok,['provoked'],['provok'],['provok']
provost,['provost'],['provost'],['provost']
prowler,['prowlers'],['prowler'],['prowl']
pseudynom,['pseudynom'],['pseudynom'],['pseudynom']
psychot,['psychotic'],['psychot'],['psychot']
pubesc,['pubescent'],['pubesc'],['pubesc']
publicist,['publicists'],['publicist'],['publ']
pulaski,['pulaski'],['pulaski'],['pulask']
pullen,['pullen'],['pullen'],['pul']
pulsat,['pulsation'],['pulsat'],['puls']
punctual,"['punctually', 'punctuality']","['punctual', 'punctual']","['punct', 'punct']"
purchas,['purchased'],['purchas'],['purchas']
purdew,['purdew'],['purdew'],['purdew']
purloin,['purloined'],['purloin'],['purloin']
purpos,['purposive'],['purpos'],['purpod']
pursuit,['pursuit'],['pursuit'],['pursuit']
purveyor,['purveyors'],['purveyor'],['purvey']
purvi,['purvis'],['purvi'],['purv']
putain,['putains'],['putain'],['putain']
pyhrric,['pyhrric'],['pyhrric'],['pyhr']
pyromet,['pyrometer'],['pyromet'],['pyromet']
quadric,['quadric'],['quadric'],['quadr']
qualifi,"['qualifying', 'qualifies', 'qualify']","['qualifi', 'qualifi', 'qualifi']","['qual', 'qual', 'qual']"
qualm,['qualms'],['qualm'],['qualm']
quarter,['quarter'],['quarter'],['quart']
quasimodo,['quasimodos'],['quasimodo'],['quasimodo']
queen,['queen'],['queen'],['queen']
quelch,['quelch'],['quelch'],['quelch']
quemoy,['quemoy'],['quemoy'],['quemoy']
question,"['questioned', 'question']","['question', 'question']","['quest', 'quest']"
quib,['quibs'],['quib'],['quib']
quick,['quickness'],['quick'],['quick']
quintet,['quintets'],['quintet'],['quintet']
quintus,['quintus'],['quintu'],['quint']
quinzain,['quinzaine'],['quinzain'],['quinzain']
quirt,['quirt'],['quirt'],['quirt']
quot,"['quoted', 'quote']","['quot', 'quot']","['quot', 'quot']"
rabaul,['rabaul'],['rabaul'],['raba']
race,['racing'],['race'],['rac']
rack,['racking'],['rack'],['rack']
racket,['racketeers'],['racket'],['racket']
racquet,['racquet'],['racquet'],['racquet']
rafael,['rafael'],['rafael'],['rafael']
rage,['raging'],['rage'],['rag']
raid,['raids'],['raid'],['raid']
railroad,['railroader'],['railroad'],['railroad']
rain,['rain'],['rain'],['rain']
rainstorm,['rainstorm'],['rainstorm'],['rainstorm']
raiser,['raisers'],['raiser'],['rais']
rake,['raked'],['rake'],['rak']
rambl,['ramblings'],['rambl'],['rambl']
ramey,['ramey'],['ramey'],['ramey']
ramilli,['ramillies'],['ramilli'],['ramil']
rampant,['rampant'],['rampant'],['ramp']
ranavan,['ranavan'],['ranavan'],['ranav']
rancid,['rancidity'],['rancid'],['rancid']
rancor,['rancor'],['rancor'],['rant']
randal,['randall'],['randal'],['randal']
ransack,['ransacked'],['ransack'],['ransack']
rapt,['rapt'],['rapt'],['rapt']
rarer,['rarer'],['rarer'],['rar']
rasa,['rasa'],['rasa'],['ras']
ratcliff,['ratcliff'],['ratcliff'],['ratcliff']
rate,"['rated', 'rate']","['rate', 'rate']","['rat', 'rat']"
ratifi,['ratify'],['ratifi'],['rat']
ration,['rationalized'],['ration'],['rat']
raton,['raton'],['raton'],['raton']
rator,['rator'],['rator'],['rat']
rattlesnak,['rattlesnake'],['rattlesnak'],['rattlesnak']
rattzhenfuut,['rattzhenfuut'],['rattzhenfuut'],['rattzhenfuut']
rave,['raving'],['rave'],['rav']
raven,['ravenous'],['raven'],['rav']
ravin,['ravines'],['ravin'],['ravin']
raynal,['raynal'],['raynal'],['rayn']
realism,['realism'],['realism'],['real']
realiti,['reality'],['realiti'],['real']
reap,['reaped'],['reap'],['reap']
rearrang,"['rearranged', 'rearrange']","['rearrang', 'rearrang']","['rearrang', 'rearrang']"
reassur,['reassuringly'],['reassuringli'],['reass']
rebut,['rebut'],['rebut'],['rebut']
recept,['receptions'],['recept'],['receiv']
recess,['recession'],['recess'],['recess']
rechart,['rechartering'],['rechart'],['rechart']
recit,['recitals'],['recit'],['recit']
reckless,"['recklessness', 'recklessly']","['reckless', 'recklessli']","['reckless', 'reckless']"
reclus,['recluse'],['reclus'],['reclus']
recollect,"['recollection', 'recollections']","['recollect', 'recollect']","['recollect', 'recollect']"
recondit,['reconditioning'],['recondit'],['recondit']
reconsid,['reconsidered'],['reconsid'],['reconsid']
reconstruct,"['reconstructed', 'reconstruction']","['reconstruct', 'reconstruct']","['reconstruct', 'reconstruct']"
recontamin,['recontamination'],['recontamin'],['recontamin']
recov,"['recovered', 'recovers']","['recov', 'recov']","['recov', 'recov']"
recreat,['recreating'],['recreat'],['recr']
recruit,['recruits'],['recruit'],['recruit']
rectifi,['rectifier'],['rectifi'],['rect']
recur,['recurring'],['recur'],['recur']
redcoat,['redcoat'],['redcoat'],['redco']
redefinit,['redefinition'],['redefinit'],['redefinit']
redhead,"['redheaded', 'redheader']","['redhead', 'redhead']","['redhead', 'redhead']"
rediscov,['rediscovering'],['rediscov'],['rediscov']
redo,['redo'],['redo'],['redo']
reduc,['reducing'],['reduc'],['reduc']
reduct,['reduction'],['reduct'],['reduc']
reedvill,['reedville'],['reedvil'],['reedvil']
reenter,['reentered'],['reenter'],['reent']
reestablish,['reestablish'],['reestablish'],['reest']
reflect,['reflectance'],['reflect'],['reflect']
refocus,['refocusing'],['refocus'],['refocus']
refract,"['refracted', 'refraction']","['refract', 'refract']","['refract', 'refract']"
refractori,['refractory'],['refractori'],['refract']
refresh,['refreshingly'],['refreshingli'],['refresh']
refriger,['refrigerated'],['refriger'],['refrig']
refuge,['refugee'],['refuge'],['refug']
refurbish,['refurbished'],['refurbish'],['refurb']
refus,['refuses'],['refus'],['refus']
regard,"['regard', 'regards']","['regard', 'regard']","['regard', 'regard']"
regim,['regimes'],['regim'],['regim']
regiment,['regiments'],['regiment'],['regy']
reginald,['reginald'],['reginald'],['reginald']
regret,['regretted'],['regret'],['regret']
regrett,['regrettably'],['regrett'],['regret']
regul,['regulation'],['regul'],['reg']
rehear,['rehearing'],['rehear'],['rehear']
rehears,['rehearse'],['rehears'],['rehears']
reichstag,['reichstag'],['reichstag'],['reichst']
reign,['reigns'],['reign'],['reign']
reili,['reilys'],['reili'],['rei']
reinforc,['reinforcement'],['reinforc'],['reinforc']
reinterpret,['reinterpret'],['reinterpret'],['reinterpret']
reintroduc,['reintroduces'],['reintroduc'],['reintroduc']
reinvestig,['reinvestigation'],['reinvestig'],['reinvestig']
reissu,['reissue'],['reissu'],['reissu']
reist,['reist'],['reist'],['reist']
reiter,['reiterates'],['reiter'],['reit']
reject,['rejected'],['reject'],['reject']
rejoic,['rejoicing'],['rejoic'],['rejo']
relationship,['relationships'],['relationship'],['rel']
relax,['relaxed'],['relax'],['relax']
relay,"['relayed', 'relaying']","['relay', 'relay']","['relay', 'relay']"
relentless,['relentlessly'],['relentlessli'],['relentless']
reli,['rely'],['reli'],['rely']
religionist,['religionists'],['religionist'],['relig']
remark,['remarkably'],['remark'],['remark']
rememb,['remembering'],['rememb'],['rememb']
renew,['renews'],['renew'],['renew']
renounc,['renouncing'],['renounc'],['renount']
renovo,['renovo'],['renovo'],['renovo']
renvill,['renville'],['renvil'],['renvil']
reopen,['reopened'],['reopen'],['reop']
repay,"['repayable', 'repay']","['repay', 'repay']","['repay', 'repay']"
repeat,['repeated'],['repeat'],['rep']
replet,['replete'],['replet'],['replet']
report,['reporters'],['report'],['report']
repres,['representative'],['repres'],['repres']
reprob,['reprobate'],['reprob'],['reprob']
republican,"['republican', 'republicans']","['republican', 'republican']","['republ', 'republ']"
requir,"['requiring', 'requirements', 'requirement']","['requir', 'requir', 'requir']","['requir', 'requir', 'requir']"
requisit,['requisitioned'],['requisit'],['requisit']
research,['research'],['research'],['research']
resembl,['resembles'],['resembl'],['resembl']
resent,['resentment'],['resent'],['res']
reserpin,['reserpine'],['reserpin'],['reserpin']
reserv,['reserving'],['reserv'],['reserv']
residu,['residual'],['residu'],['resid']
resign,['resignedly'],['resignedli'],['resign']
resinlik,['resinlike'],['resinlik'],['resinlik']
resist,['resistive'],['resist'],['resist']
resort,['resort'],['resort'],['resort']
respect,['respectively'],['respect'],['respect']
rest,['resting'],['rest'],['rest']
restaur,['restaurants'],['restaur'],['resta']
restor,['restorability'],['restor'],['rest']
resublim,['resublimed'],['resublim'],['resublim']
result,['resultants'],['result'],['result']
resurrect,"['resurrecting', 'resurrection']","['resurrect', 'resurrect']","['resurrect', 'resurrect']"
retail,['retail'],['retail'],['retail']
retali,['retaliated'],['retali'],['reta']
retard,['retardation'],['retard'],['retard']
rethink,['rethink'],['rethink'],['rethink']
retin,['retinal'],['retin'],['retin']
retold,['retold'],['retold'],['retold']
retort,['retorted'],['retort'],['retort']
reveal,['reveal'],['reveal'],['rev']
revel,"['revellings', 'revelations']","['revel', 'revel']","['revel', 'revel']"
revenu,['revenues'],['revenu'],['revenu']
reverdi,['reverdy'],['reverdi'],['reverdy']
revis,['revising'],['revis'],['rev']
reviv,['revivalism'],['reviv'],['rev']
revivifi,['revivified'],['revivifi'],['reviv']
revolt,['revolted'],['revolt'],['revolt']
rey,['rey'],['rey'],['rey']
reynold,['reynolds'],['reynold'],['reynold']
rhine,['rhine'],['rhine'],['rhin']
rib,['ribbing'],['rib'],['rib']
ribcag,['ribcage'],['ribcag'],['ribc']
rich,"['rich', 'richness']","['rich', 'rich']","['rich', 'rich']"
richardson,['richardsons'],['richardson'],['richardson']
ricketi,['rickety'],['ricketi'],['rick']
rickey,['rickeys'],['rickey'],['rickey']
riddl,['riddle'],['riddl'],['riddl']
ride,['ride'],['ride'],['rid']
ridpath,['ridpath'],['ridpath'],['ridpa']
riegger,['riegger'],['riegger'],['rieg']
riffl,['riffle'],['riffl'],['riffl']
rightist,['rightist'],['rightist'],['right']
rilli,['rilly'],['rilli'],['ril']
rim,['rims'],['rim'],['rim']
ringel,['ringel'],['ringel'],['ringel']
rio,['rio'],['rio'],['rio']
rite,['rite'],['rite'],['rit']
ritual,['ritualized'],['ritual'],['rit']
rival,['rivals'],['rival'],['riv']
road,['roads'],['road'],['road']
roam,"['roamed', 'roaming', 'roam']","['roam', 'roam', 'roam']","['roam', 'roam', 'roam']"
roar,['roaring'],['roar'],['roar']
roast,['roast'],['roast'],['roast']
rob,['robs'],['rob'],['rob']
robberi,['robberies'],['robberi'],['robbery']
robertson,['robertson'],['robertson'],['robertson']
rocco,['rocco'],['rocco'],['rocco']
rock,['rock'],['rock'],['rock']
rocker,['rockers'],['rocker'],['rock']
rocket,['rockets'],['rocket'],['rocket']
rocki,['rocky'],['rocki'],['rocky']
rod,['rods'],['rod'],['rod']
rodent,['rodent'],['rodent'],['rod']
roebuck,['roebuck'],['roebuck'],['roebuck']
role,['role'],['role'],['rol']
romagnosi,['romagnosi'],['romagnosi'],['romagnos']
roman,['romans'],['roman'],['rom']
romanc,['romance'],['romanc'],['rom']
roof,['roofs'],['roof'],['roof']
room,['rooming'],['room'],['room']
roommat,['roommate'],['roommat'],['room']
roost,['roost'],['roost'],['roost']
rope,['ropes'],['rope'],['rop']
rosella,['rosella'],['rosella'],['rosell']
rotat,['rotation'],['rotat'],['rot']
rotate,['rotationally'],['rotat'],['rot']
rotenon,['rotenone'],['rotenon'],['rotenon']
rotogravur,['rotogravures'],['rotogravur'],['rotograv']
